name,category,city,address,email,phone,url,source_url,notes,eligibility,status,priority
Türkenstraße,public_student_union,München,"Türkenstraße 58, 80799 München",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Central application through Studierendenwerk München Oberbayern.",Students of eligible local universities,active,2
Chiemgaustraße,public_student_union,München,"Traunsteiner Straße 1-13; Sintpertstraße 42-50, 81539/81549 München",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Source notes active construction in parts.",Students of eligible local universities,active,2
Heiglhofstraße,public_student_union,München,"Heiglhofstraße 64/66, 81377 München",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Central application through Studierendenwerk München Oberbayern.",Students of eligible local universities,active,2
Notburga-/Volksgartenstraße,public_student_union,München,"Notburgastraße 19-21; Volksgartenstraße 10, 80639 München",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Central application through Studierendenwerk München Oberbayern.",Students of eligible local universities,active,2
Sauerbruchstraße,public_student_union,München,"Sauerbruchstraße 59/61/63; Heiglhofstraße 44/46, 81377 München",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Central application through Studierendenwerk München Oberbayern.",Students of eligible local universities,active,2
Stiftsbogen,public_student_union,München,"Schröfelhofstraße 4-26a, 81375 München",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/muenchen/muenchen-suedwest/stiftsbogen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Large Studierendenwerk residence in Munich west.",Students of eligible local universities,active,2
Westendstraße,public_student_union,München,"Westendstraße 300, 81377 München",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Central application through Studierendenwerk München Oberbayern.",Students of eligible local universities,active,2
Jochbergweg (Garching I),public_student_union,Garching,"Jochbergweg 1/3/5/7, 85748 Garching",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Studierendenwerk residence near Garching campus.",Students of eligible local universities,active,1
Enzianstraße (Garching II),public_student_union,Garching,"Enzianstraße 1-3, 85748 Garching",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Studierendenwerk residence near Garching campus.",Students of eligible local universities,active,1
Oberschleißheim,public_student_union,Oberschleißheim,"Am Schäferanger 9-15, 85764 Oberschleißheim",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Studierendenwerk residence with S1 access.",Students of eligible local universities,active,2
Vöttinger Straße (Weihenstephan I),public_student_union,Freising,"Vöttinger Straße 49, 85354 Freising",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Studierendenwerk residence in Freising.",Students of eligible local universities,active,3
Lange Point (Weihenstephan III),public_student_union,Freising,"Lange Point 1-35, 85354 Freising",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Studierendenwerk residence in Freising.",Students of eligible local universities,active,3
Giggenhauserstraße (Weihenstephan IV),public_student_union,Freising,"Giggenhauser Straße 25d-f; 27-33, 85354 Freising",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Studierendenwerk residence in Freising.",Students of eligible local universities,active,3
Marienberger Straße (Rosenheim I),public_student_union,Rosenheim,"Marienberger Straße 36-40, 83024 Rosenheim",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Studierendenwerk residence in Rosenheim.",Students of eligible local universities,active,4
Westerndorfer Straße (Rosenheim II),public_student_union,Rosenheim,"Westerndorfer Straße 47a-m, 83024 Rosenheim",,,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/wohnanlagen/,"Studierendenwerk residence in Rosenheim.",Students of eligible local universities,active,4
Ludwigskolleg,catholic_church,München,"Guerickestraße 19, 80805 München",ludwigskolleg@eomuc.de,+49 89 32212970,https://www.erzbistum-muenchen.de/ludwigskolleg,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic carrier; international orientation.",Students,active,1
Sophie-Barat-Haus,catholic_church,München,"Franz-Joseph-Straße 4, 80801 München",sbh@eomuc.de,+49 89 213773803,https://www.erzbistum-muenchen.de/sophie-barat-haus,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic carrier.",Only women,active,7
Studentinnenwohnheim Theresianum,catholic_church,München,"Kirchenstraße 6, 81675 München",theresianum@eomuc.de,,https://www.erzbistum-muenchen.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic carrier.",Only women,active,7
Studentenwohnheim im Kirchlichen Zentrum,catholic_church,München,"Preysingstraße 93a, 81667 München",wohnheim-kize@eomuc.de,+49 89 480922355,https://www.kirchliches-zentrum.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic carrier; preference mentioned for Katholische Stiftungshochschule München.",Students,active,3
St. Sebastian Rosenheim,catholic_church,Rosenheim,"Kapuzinerweg 4, 83022 Rosenheim",wohnheim-st-sebastian@eomuc.de,,https://www.erzbistum-muenchen.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic carrier in former monastery.",Students,active,5
Paulinum,catholic_church,München,"Rambergstraße 6, 80799 München",,,https://www.erzbistum-muenchen.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Source says closed for new construction/renovation since 2021 until further notice.",Students,closed,9
Roncalli-Kolleg,catholic_church,München,"Nymphenburger Straße 99, 80636 München",kollegleiter@roncalli-kolleg.de,+49 89 182083,https://www.roncalli-kolleg.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic foundation; source mentions preference for Hochschule München.",Students,active,3
St. Albertus-Magnus-Haus,catholic_church,München,"Avenariusstraße 15, 81243 München",info@almaha.de,+49 89 89600324,https://www.almaha.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic study house foundation.",Students,active,3
Studentenwohnheim Willi Graf,catholic_church,München,"Hiltenspergerstraße 77, 80796 München",verwaltung@willi-graf-heim.de,+49 89 301041,https://www.studentenwohnheim-willi-graf.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic-associated student residence.",Students,active,2
Newman-Haus,catholic_church,München,"Kaulbachstraße 27-29, 80539 München",heimleitung@newman.haus,+49 89 954133400,https://newman.haus,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic residence; TUM page notes Catholic affiliation may be required.",Students; check religion requirement,active,4
Pater-Rupert-Mayer-Heim,catholic_church,München,"Kaiserplatz 13, 80803 München",sekretariat@prm-heim.de,+49 89 395495,https://www.prm-heim.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic-associated student residence.",Students,active,2
Studentinnenwohnheim am Anger,catholic_church,München,"Unterer Anger 2 und 17, 80331 München",studentinnenheim@schulschwestern.de,+49 89 23179282,https://www.schulschwestern.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic carrier.",Only women,active,7
Studienheim Maria Dominika,catholic_church,München,"Schellingstraße 72, 80799 München",sh.muenchen@donboscoschwestern.net,+49 89 381580151,https://www.donboscoschwestern.net,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic carrier.",Only women and trainees,active,7
College of Interreligious Studies Munich,ecumenical_christian,München,"Karstraße 34, 80333 München",college-interreligious-studies@occurso.org,+49 89 55171108,https://www.college-interreligious-studies.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Interreligious/intercultural residence with academic certificate program.",Students; program-specific,active,4
Hansa-Haus / KKV Hansa München,catholic_church,München,"Brienner Straße 39, 80333 München",info@kkv-muenchen.de,+49 89 557704,https://www.kkv-muenchen.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic KKV house.",Young men in study/training; non-smoker,active,6
Haus St. Benedikt,catholic_church,München,"Paosostraße 8, 81243 München",hausbenedikt@cruzadas.de,+49 89 82072430,https://www.hausbenedikt.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic carrier.",Only women,active,7
Studentenwohnheim Deutsche Burse,catholic_church,München,"Friedrichstraße 34, 80801 München",buero@deutsche-burse.de,+49 89 349414,https://www.deutsche-burse.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic-associated residence.",Only men,active,6
Caritas-Jugendwohnheime,youth_housing,München,"Hiltenspergerstraße 80; Zieblandstraße 32; Herzogspitalstraße 7, München",,,https://www.caritas-jugendwohnheime.de,https://www2.erzbistum-muenchen.de/ordinariat/ressort-4-seelsorge-und-kirchliches-leben/hochschulpastoral/cont/78561,"Catholic youth housing; one house listed for women only.",Young people/students; check specific house,active,5
IN VIA München Jugendwohnen,youth_housing,München,"Schwabing / Maxvorstadt",,,https://www.invia-muenchen.de/jugendwohnen/unsere-haeuser,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/weitere-wohnangebote/wohnanlagen-privater-traeger/,"Youth housing; source marks women.",Women/youth housing,active,5
Studierendenwohnheim Kreuzkirche,protestant_church,München,"Friedrich-Loy-Straße 14, 80796 München",,,https://www.kreuzkirche-muenchen.de/orte-der-kirchengemeinde/#apartments,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/weitere-wohnangebote/wohnanlagen-privater-traeger/,"Church-run residence.",Students,active,3
John-Mott-Haus / Wohnheim des CVJM,christian_other,München,"Theo-Prosel-Weg 16, 80797 München",studentenwohnheim@cvjm-muenchen.org,+49 89 55214140,https://www.cvjm-muenchen.org/jmh/,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"CVJM residence.",Only men,active,6
Adolf-Kolping-Haus,catholic_church,München,"Am Herrgottseck 5, 81669 München",,+49 89 48906210,https://www.kolpingmuenchen.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Kolping house.",Age 18-25,active,5
Kolpinghaus Haidhausen,catholic_church,München,"Johannisplatz 2/2a, 81675 München",info@kolpinghaus-muenchen-zentral.de,+49 89 551580,https://www.kolpinghaus-muenchen-zentral.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Kolping youth/student housing.",Age 18-25,active,5
Kolpingjugendwohnheim München Zentral,catholic_church,München,"Adolf-Kolping-Straße 1, 80336 München",info@kolpinghaus-muenchen-zentral.de,+49 89 551580,https://www.kolpinghaus-muenchen-zentral.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Kolping youth/student housing.",Age 18-25,active,5
Wohnheim Kolping-Bildungswerk,catholic_church,München,"Entenbachstraße 37, 81541 München",wohnheim-entenbach@kolpingmuenchen.de,+49 89 6241940,https://www.kolpingmuenchen.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Kolping housing.",Age/sex limits listed by TUM; verify before applying,active,5
Ökumenisches Wohnheim ESWM,ecumenical_christian,München,"Steinickeweg 4, 80798 München",johanna.zeitler@eswm.de,+49 89 526626,https://eswm.de/en,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"ESWM house near TUM; source says ESWM is shaped by Protestant church tradition and diversity.",Students; house-life participation expected,active,1
Georg-Lanzenstiel-Haus ESWM,protestant_church,München,"Kieferngartenstraße 12, 80939 München",,,https://eswm.de/en,https://eswm.de/en,"ESWM house with good transport to Garching and city center.",Students; house-life participation expected,active,1
Hochschulhaus Garching ESWM,protestant_church,Garching,"Enzianstraße 5+7, 85748 Garching",,,https://eswm.de/en,https://eswm.de/en,"ESWM house near TU in Garching.",Students; house-life participation expected,active,1
Collegium Oecumenicum München,ecumenical_christian,München,"Arcisstraße 31, 80799 München",,+49 89 32423260,https://www.collegium-oecm.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Ecumenical Christian study community.",Students; community participation likely,active,2
Studentenwohnheim Evangelischer Waisenhausverein,protestant_church,München,"Sondermeierstraße 86, 80939 München",,,https://ewv-muenchen.de/?page_id=12,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Protestant association residence.",Students,active,3
Studentenwohnheim Helmut-Kamm-Haus,protestant_church,München,"Maiglöckchenstraße 6, 80939 München",studentenwohnheim.spe@ewv-muenchen.de,,https://ewv-muenchen.de/?page_id=12,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Protestant association residence; TUM source calls it a new building.",Students,active,3
Wohnheimsiedlung Maßmannplatz e.V.,social_nonprofit_association,München,"Heßstraße 77, 80797 München",,+49 89 1297126,https://www.massmannplatz.de,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/weitere-wohnangebote/wohnanlagen-privater-traeger/,"Association-run residence.",Students,active,2
Studentenwohnheim Geschwister Scholl e.V.,social_nonprofit_association,München,"Steinickeweg 7, 80798 München",,+49 89 52313110,https://www.schollheim.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Association-run residence.",Students,active,2
Heim der Alfred- und Karl-Marchionini-Stiftung,social_nonprofit_association,München,"Lerchenauer Straße 41, 80809 München",,+49 89 52313110,https://www.marchionini.net,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Foundation-run residence.",Students,active,3
Studentenwohnheim des Bayerischen Lehrer- und Lehrerinnenverbandes,social_nonprofit_association,München,"Cimbernstraße 68, 81377 München",info@bllv-cimbernheim.de,+49 89 7146612,https://www.bllv-cimbernheim.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"BLLV/Cimbernheim residence.",Students,active,3
Wohnheim der Ingeborg van Calker-Stiftung,social_nonprofit_association,München,"Richard-Wagner-Straße 16, 80333 München",,,https://www.igewo.com/vermietung/studierenden-wohnanlagen-muenchen/,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"TUM source says application only after personal visit at Oberwiesenfeld administration.",Students; personal visit,active,4
Studentenwohnheim Imp10,social_nonprofit_association,München,"Implerstraße 10, 80796 München",office@mietcampus-vth.de,+49 89 215263370,https://www.imp10.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Heinrich und Lotte Mühlfenzl Stiftung; online application via homepage.",TUM students/trainees/apprentices up to max age at move-in; verify,active,3
Jakob-Balde-Haus,catholic_church,München,"Theresienstraße 100, 80333 München",,+49 89 523000,https://www.jakob-balde-wohnheim.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Catholic-associated residence previously reviewed for application documents.",Students,active,2
Jugendwohn- und Gästehaus München-Süd,youth_housing,München,"Forstenrieder Allee 107a-111a, München",info-jwghsued@kjsw.de,+49 89 758282,https://www.jwh-sued.de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Youth/guest house.",Young people/students; verify,active,5
Jugendwohnheim Zieblandstraße,youth_housing,München,"Zieblandstraße 35, 80798 München",jwz@caritasmuenchen.de,+49 89 5233410,https://www.caritas-jugendwohnheim-zieblandstrasse.de/de,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Caritas youth housing.",Age 18-25,active,5
Studentenwohnheim der Stadt Dachau,municipal,Dachau,"Altstadtrand/Amperufer, Dachau",,,https://www.studentenwohnheim-dachau.de,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/weitere-wohnangebote/wohnanlagen-privater-traeger/,"Municipal student residence.",Students,active,4
Studentenwohnheim der BVK,specialized_field,München,"St.-Veit-Straße 6, 81673 München",,,https://www.bvk-immobilien.de,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/weitere-wohnangebote/wohnanlagen-privater-traeger/,"Specialized residence.",Only medical students,active,8
Oskar von Miller Forum,specialized_field,München,"Oskar-von-Miller-Ring 25, 80333 München",info@oskarvonmillerforum.de,+49 89 15883380,https://www.oskarvonmillerforum.de/bewerbung/,https://www.tum.de/studium/im-studium/wohnen-und-arbeiten/wohnen/wohnheime/kirchliche-soziale-traeger,"Residence and forum with active program participation.",Architecture/civil engineering students or doctoral candidates,active,8
DJH Jugendherberge München-Park,short_term,München,"Miesingstraße 4, 81379 München",,,https://www.jugendherberge.de/jugendherbergen/muenchen-park/,https://www.studierendenwerk-muenchen-oberbayern.de/wohnheime/weitere-wohnangebote/wohnanlagen-privater-traeger/,"Short-term fallback, not a normal long-term student dorm.",Short stay,active,9
THE FIZZ Munich,commercial_private,München,"Hanebergstraße 2, 80637 München",,,https://www.the-fizz.com/en/student-accommodation/munich/,https://www.the-fizz.com/en/student-accommodation/munich/,"Commercial furnished student accommodation.",Students; budget check needed,active,4
Campus Viva Munich,commercial_private,München,,, ,https://www.campusviva.de/en/,https://www.campusviva.de/en/,"Commercial student apartments; use current availability/contact route on website.",Students; budget check needed,active,4
Uni Apart München Zwillingstraße,commercial_private,München,"Zwillingstraße 4, München",,,https://www.uniapart.de/en/location/muenchen-zwillingstr-4,https://www.uniapart.de/en/location/muenchen-zwillingstr-4,"Commercial furnished student apartments.",Students; budget check needed,active,4
DIE ZIMMEREI München,commercial_private,München,,, ,https://zimmerei.apartments/en/rent-apartment-munich/,https://zimmerei.apartments/en/rent-apartment-munich/,"Commercial furnished apartments/coliving.",Students and young professionals; budget check needed,active,5
The Base Munich,commercial_private,München,"Feldmoching, München",,,https://www.jointhebase.co/munich,https://www.jointhebase.co/munich,"Commercial coliving/furnished apartments.",Students and young professionals; budget check needed,active,5
Vonder Munich,commercial_private,München,,, ,https://www.vondereurope.com/locations/deu/munich,https://www.vondereurope.com/locations/deu/munich,"Commercial furnished/coliving apartments.",Budget check needed,active,6
Home & Co Munich,commercial_private,München,,, ,https://www.homeand.co/location/munich,https://www.homeand.co/location/munich,"Commercial furnished apartments.",Budget check needed,active,6
Studio M2 München-Laim,commercial_private,München,"München-Laim",,,https://studentenappartements-muenchen.de/en/,https://studentenappartements-muenchen.de/en/,"Private student apartments in Laim.",Students; budget check needed,active,5
